Analyzer,AllFunctions,DeadFunctions,PredictedDeadFunctions,TrueDeadFunctions(TP),AliveFunctions,PredictedAliveFunctions,TrueAliveFunctions,Accuracy,Precision,Recall,Fscore
static npm_cg tajs acg,2033,1007,1438,670,1026,595,258,0.4565,0.4659,0.2515,0.3266
static npm_cg acg,2033,1007,1438,670,1026,595,258,0.4565,0.4659,0.2515,0.3266
static tajs,2033,1007,1438,670,1026,595,258,0.4565,0.4659,0.2515,0.3266
static tajs acg,2033,1007,1438,670,1026,595,258,0.4565,0.4659,0.2515,0.3266
static acg,2033,1007,1438,670,1026,595,258,0.4565,0.4659,0.2515,0.3266
nativecalls,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls closure_compiler,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls closure_compiler wala,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls closure_compiler wala npm_cg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls closure_compiler wala npm_cg tajs,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls closure_compiler wala npm_cg tajs acg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls closure_compiler wala npm_cg acg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls closure_compiler wala tajs,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls closure_compiler wala tajs acg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls closure_compiler wala acg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls closure_compiler npm_cg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls closure_compiler npm_cg tajs,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls closure_compiler npm_cg tajs acg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls closure_compiler npm_cg acg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls closure_compiler tajs,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls closure_compiler tajs acg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls closure_compiler acg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls wala,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls wala npm_cg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls wala npm_cg tajs,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls wala npm_cg tajs acg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls wala npm_cg acg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls wala tajs,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls wala tajs acg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls wala acg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls npm_cg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls npm_cg tajs,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls npm_cg tajs acg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls npm_cg acg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls tajs,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
nativecalls tajs acg,2033,1007,2033,1007,1026,0,0,0.4953,0.4953,0.0000,0.0000
