Analyzer,AllFunctions,DeadFunctions,PredictedDeadFunctions,TrueDeadFunctions(TP),AliveFunctions,PredictedAliveFunctions,TrueAliveFunctions,Accuracy,Precision,Recall,Fscore
closure_compiler wala tajs acg,357,111,212,70,246,147,104,0.4874,0.3302,0.4228,0.3708
closure_compiler wala acg,357,111,212,70,246,147,104,0.4874,0.3302,0.4228,0.3708
closure_compiler npm_cg,357,111,327,102,246,32,21,0.3445,0.3119,0.0854,0.1340
closure_compiler npm_cg tajs,357,111,327,102,246,32,21,0.3445,0.3119,0.0854,0.1340
closure_compiler npm_cg tajs acg,357,111,212,70,246,147,104,0.4874,0.3302,0.4228,0.3708
closure_compiler npm_cg acg,357,111,212,70,246,147,104,0.4874,0.3302,0.4228,0.3708
closure_compiler tajs,357,111,327,102,246,32,21,0.3445,0.3119,0.0854,0.1340
closure_compiler tajs acg,357,111,212,70,246,147,104,0.4874,0.3302,0.4228,0.3708
closure_compiler acg,357,111,212,70,246,147,104,0.4874,0.3302,0.4228,0.3708
wala,357,111,357,111,246,0,0,0.3109,0.3109,0.0000,0.0000
wala npm_cg,357,111,357,111,246,0,0,0.3109,0.3109,0.0000,0.0000
wala npm_cg tajs,357,111,348,109,246,9,7,0.3249,0.3132,0.0285,0.0522
wala npm_cg tajs acg,357,111,218,71,246,139,99,0.4762,0.3257,0.4024,0.3600
wala npm_cg acg,357,111,218,71,246,139,99,0.4762,0.3257,0.4024,0.3600
wala tajs,357,111,357,111,246,0,0,0.3109,0.3109,0.0000,0.0000
wala tajs acg,357,111,218,71,246,139,99,0.4762,0.3257,0.4024,0.3600
wala acg,357,111,219,72,246,138,99,0.4790,0.3288,0.4024,0.3619
npm_cg,357,111,357,111,246,0,0,0.3109,0.3109,0.0000,0.0000
npm_cg tajs,357,111,357,111,246,0,0,0.3109,0.3109,0.0000,0.0000
npm_cg tajs acg,357,111,219,72,246,138,99,0.4790,0.3288,0.4024,0.3619
npm_cg acg,357,111,219,72,246,138,99,0.4790,0.3288,0.4024,0.3619
tajs,357,111,357,111,246,0,0,0.3109,0.3109,0.0000,0.0000
tajs acg,357,111,219,72,246,138,99,0.4790,0.3288,0.4024,0.3619
acg,357,111,219,72,246,138,99,0.4790,0.3288,0.4024,0.3619
