Analyzer,AllFunctions,DeadFunctions,PredictedDeadFunctions,TrueDeadFunctions(TP),AliveFunctions,PredictedAliveFunctions,TrueAliveFunctions,Accuracy,Precision,Recall,Fscore
nativecalls tajs acg,127,39,52,24,88,75,60,0.6614,0.4615,0.6818,0.5505
nativecalls acg,127,39,52,24,88,75,60,0.6614,0.4615,0.6818,0.5505
closure_compiler,127,39,127,39,88,0,0,0.3071,0.3071,0.0000,0.0000
closure_compiler wala,127,39,127,39,88,0,0,0.3071,0.3071,0.0000,0.0000
closure_compiler wala npm_cg,127,39,127,39,88,0,0,0.3071,0.3071,0.0000,0.0000
closure_compiler wala npm_cg tajs,127,39,127,39,88,0,0,0.3071,0.3071,0.0000,0.0000
closure_compiler wala npm_cg tajs acg,127,39,55,25,88,72,58,0.6535,0.4545,0.6591,0.5380
closure_compiler wala npm_cg acg,127,39,55,25,88,72,58,0.6535,0.4545,0.6591,0.5380
closure_compiler wala tajs,127,39,127,39,88,0,0,0.3071,0.3071,0.0000,0.0000
closure_compiler wala tajs acg,127,39,55,25,88,72,58,0.6535,0.4545,0.6591,0.5380
closure_compiler wala acg,127,39,55,25,88,72,58,0.6535,0.4545,0.6591,0.5380
closure_compiler npm_cg,127,39,127,39,88,0,0,0.3071,0.3071,0.0000,0.0000
closure_compiler npm_cg tajs,127,39,127,39,88,0,0,0.3071,0.3071,0.0000,0.0000
closure_compiler npm_cg tajs acg,127,39,55,25,88,72,58,0.6535,0.4545,0.6591,0.5380
closure_compiler npm_cg acg,127,39,55,25,88,72,58,0.6535,0.4545,0.6591,0.5380
closure_compiler tajs,127,39,127,39,88,0,0,0.3071,0.3071,0.0000,0.0000
closure_compiler tajs acg,127,39,55,25,88,72,58,0.6535,0.4545,0.6591,0.5380
closure_compiler acg,127,39,55,25,88,72,58,0.6535,0.4545,0.6591,0.5380
wala,127,39,127,39,88,0,0,0.3071,0.3071,0.0000,0.0000
wala npm_cg,127,39,127,39,88,0,0,0.3071,0.3071,0.0000,0.0000
wala npm_cg tajs,127,39,127,39,88,0,0,0.3071,0.3071,0.0000,0.0000
wala npm_cg tajs acg,127,39,57,26,88,70,57,0.6535,0.4561,0.6477,0.5353
wala npm_cg acg,127,39,57,26,88,70,57,0.6535,0.4561,0.6477,0.5353
wala tajs,127,39,127,39,88,0,0,0.3071,0.3071,0.0000,0.0000
wala tajs acg,127,39,57,26,88,70,57,0.6535,0.4561,0.6477,0.5353
wala acg,127,39,57,26,88,70,57,0.6535,0.4561,0.6477,0.5353
npm_cg,127,39,127,39,88,0,0,0.3071,0.3071,0.0000,0.0000
npm_cg tajs,127,39,127,39,88,0,0,0.3071,0.3071,0.0000,0.0000
npm_cg tajs acg,127,39,57,26,88,70,57,0.6535,0.4561,0.6477,0.5353
npm_cg acg,127,39,57,26,88,70,57,0.6535,0.4561,0.6477,0.5353
tajs,127,39,127,39,88,0,0,0.3071,0.3071,0.0000,0.0000
tajs acg,127,39,57,26,88,70,57,0.6535,0.4561,0.6477,0.5353
acg,127,39,57,26,88,70,57,0.6535,0.4561,0.6477,0.5353
